PRODUCTO     ;DESCRIPCION                                       ;REFERENCIA                                                  ;CANTIDAD         ; PRECIO -001      ;COSTO             
0010001001015;CONV AUDIO DIGITAL A ANALOGO (62)                 ;01081502                                                    ;0,00 ; $ 38.000 ;0,00 
0010001010816;CONVERTIDOR TIPO C  A  AUDIO 10C20-813            ;010816                                                      ;20,00 ; $ 9.000 ;84.011,44 
0010001001026;CONVERTIDOR IPHONE A TIPO Y AUDIO REMAX RL-LA03i  ;01081601                                                    ;1,00 ; $ 25.000 ;15.546,22 
0010001010817;CONVERTIDOR VGA A HDMI (400136)                   ;010817                                                      ;0,00 ; $ 33.500 ;0,00 
0010001001016;CONVERTIDOR VGA A HDMI (400141)                   ;01081701                                                    ;0,00 ; $ -   ;0,00 
0010001010818;CONVERTIDOR TV BOX ANDROID                        ;010818                                                      ;2,00 ; $ 142.000 ;0,00 
0010001010819;CONVERTIDOR SEÑAL DIGITAL A SEÑAL ANALOGICA  PS-47;010819                                                      ;31,00 ; $ 31.000 ;923.567,81 
0010001010820;CONVERTIDOR USB A VGA  10551 B408                 ;010820                                                      ;5,00 ; $ 55.000 ;318.490,00 
0010001010821;CONVERTIDOR HDMI A VGA  ACTIVO 400106             ;010821                                                      ;1,00 ; $ 24.900 ;28.404,00 
0010001010822;CONV HDMI A VGA EN BLISTER -15024- 400101         ;010822                                                      ;0,00 ; $ 20.000 ;0,00 
0010001010823;CONVERTIDOR AUDIO Y VIDEO - HDMI CC-8641          ;010823                                                      ;0,00 ; $ 95.000 ;0,00 
0010001001017;CONVERTIDOR HDMI A VGA ECON JV-HDTVTOVGA-SE       ;01082301                                                    ;0,00 ; $ 15.000 ;0,00 
0010001010824;CONVERTIDOR RCA A HDMI MST-1073G-1 10870          ;010824                                                      ;30,00 ; $ 28.000 ;743.489,38 
0010001001018;CONVERTIDOR HDMI A RCA MST-1041G-8 10435 B362     ;01082401                                                    ;34,00 ; $ 19.000 ;810.688,59 
0010001010825;CONVERTIDOR HDMI A HDMI / OPTICO / RCA            ;010825                                                      ;1,00 ; $ 76.000 ;41.933,00 
0010001001019;CONVERTIDOR HDMI A AUDIO Y VIDEO PS-404 VERDE     ;01082501                                                    ;0,00 ; $ 158.000 ;0,00 
0010001010826;CONVERTIDOR HDMI A VGA + AUDIO SOLDVIEW PS-493    ;010826                                                      ;0,00 ; $ 27.900 ;0,00 
0010001010827;CONVERTIDOR HDMI -VGA TIPO CAJA                   ;010827                                                      ;0,00 ; $ 26.000 ;0,00 
0010001010828;CONV HDMI-VGA + AUDIO MST-1022G-11     10922      ;010828                                                      ;58,00 ; $ 15.000 ;931.161,08 
0010001001027;CONVERTIDOR MINI HDMI A VGA MST-1120G-4           ;01082801                                                    ;8,00 ; $ 24.000 ;112.334,68 
0010001001029;CONVERTIDOR MICRO HDMI A VGA MST-1035G-8          ;01082802                                                    ;10,00 ; $ 24.000 ;145.418,34 
0010001010829;CONVERTIDOR ANYCAST WIFI - HDMI DONGLE            ;010829                                                      ;12,00 ; $ 68.000 ;501.333,30 
0010001001020;CONVERTIDOR CROME CAST WIFI-HDMI                  ;01082900                                                    ;1,00 ; $ 79.000 ;95.000,00 
0010001001021;CONVERTIDOR DONGLE WIFI-HDMI CON EXTENSION HDMI B4;01082902                                                    ;0,00 ; $ 79.000 ;0,00 
0010001001024;ADAPTADOR 4K WIFI DE CELULAR A TV INTV-070        ;01082903                                                    ;0,00 ; $ 118.000 ;0,00 
0010001010830;CONVERTIDOR HDMI A VGA (40013..)                  ;010830                                                      ;0,00 ; $ 72.000 ;0,00 
0010001010831;CONVERTIDOR USB 3.0 A HDMI SOLIDVIEW PS-456       ;010831                                                      ;0,00 ; $ 70.900 ;0,00 
0010001001022;CONVERTIDOR USB 3.0 A HDMI VERDE PS-496           ;01083101                                                    ;9,00 ; $ 65.000 ;489.225,28 
0010001010832;REPETIDOR AMPLIFICADOR HDMI 4K PS-900             ;010832                                                      ;2,00 ; $ 125.000 ;142.350,00 
0010001010833;CONVERTIDOR HDMI-VGA+ AUDIO PS-494                ;010833                                                      ;0,00 ; $ 28.000 ;0,00 
0010001010834;CONVERTIDOR DISPLAYPORT A VGA B470 10700/400111   ;010834                                                      ;17,00 ; $ 12.000 ;268.004,08 
0010001010835;CONVERTIDOR TIPO C 5 EN 1 NICOLS                  ;010835                                                      ;0,00 ; $ 110.000 ;0,00 
0010001010836;CONVERTIDOR DISPLAYPORT A VGA MST-1074  PS-4000   ;010836                                                      ;4,00 ; $ 18.000 ;59.754,30 
0010001010837;PROTECTOR HDMI PARA PICOS DE VOLTAJE HI-101- HI-10;010837                                                      ;2,00 ; $ 77.000 ;93.450,00 
0010001010839;CONVERTIDOR VGA 2X1 C/SWICH 27020                 ;010839                                                      ;2,00 ; $ 20.000 ;20.546,16 
0010001001023;CONVERTIDOR VGA 4X1 C/SWICHSWV-4X1                ;01083901                                                    ;1,00 ; $ 27.500 ;16.807,00 
0010001010840;SWITCH HDMI 3 ENTRADAS 1 SALIDA C/CONTROL 4K NCOLS;010840                                                      ;6,00 ; $ 35.000 ;153.758,65 
0010001010841;SWITCH HDMI 5 ENTRADAS 1 SALIDA + CONTROL 4K NICOL;010841                                                      ;5,00 ; $ 48.000 ;125.630,00 
0010001010842;SWITCH HDMI 3 ENTRADAS 1 SALIDA SENCILLO 1080P    ;010842                                                      ;3,00 ; $ 22.000 ;37.815,00 
0010001010843;SWITCH HDMI 5 X 1  C/CONTROL PS-357               ;010843                                                      ;1,00 ; $ 44.000 ;22.553,00 
0010001010844;SWITCH HDMI 3 ENTRADAS 1 SALIDA HD 1080 4K MST-111;010844                                                      ;1,00 ; $ 38.000 ;17.850,00 
0010001010845;SWITCH HDMI 3 ENTRADAS 1 SALIDA HDMI 10C20-800 JV-;010845                                                      ;3,00 ; $ 22.000 ;33.208,82 
0010001010848;SWITCH HDMI 1X4 4K WUH4A SOLIDVIEW PS-363         ;010848                                                      ;0,00 ; $ 454.000 ;0,00 
0010001010850;TV BOX TIPO TVSTRICK 4K R3                        ;010850                                                      ;0,00 ; $ 210.000 ;0,00 
0010001010851;CONVERTIDOR ANYCAST 4K ESPEJO CELULAR INTV-070    ;010851                                                      ;2,00 ; $ 142.000 ;164.565,04 
0010001010852;TV BOX AMAZON FIRE LITE VOZ                       ;010852                                                      ;0,00 ; $ 215.000 ;0,00 
0010001010853;TV BOX GAME ANDROID 6.0   ATVJ-003                ;010853                                                      ;0,00 ; $ 157.000 ;0,00 
0010001010854;CONVERTIDOR ANYCAST HD ESPEJO CELULAR INTV-060    ;010854                                                      ;2,00 ; $ 95.000 ;108.857,66 
0010001010855;TV BOX 4K ANDROID 10.1 2RM 16GB MX9               ;010855                                                      ;1,00 ; $ 148.000 ;85.000,00 
0010001010856;TV BOX  4GB 32GB  10.1 ANDROID GW                 ;010856                                                      ;1,00 ; $ 156.000 ;40.815,69 
0010002010857;TV BOX 4K MX9 4GB RAM 32G INTERNA 301419          ;010857                                                      ;2,00 ; $ 142.000 ;166.234,00 
0010001010858;TV BOX  4GB 32GB  10.1 ANDROID GW PLUTO+DISNEY +  ;010858                                                      ;3,00 ; $ 140.000 ;561.764,66 
0010008010859;TV BOX ROKU EXPRESS 4K HDR                        ;010859                                                      ;0,00 ; $ 225.000 ;790.966,43 
0010001010860;TV BOX 4K GOOGLE INTV-1000 STEREN                 ;010860                                                      ;0,00 ; $ 330.000 ;0,00 
0010008010865;TV BOX ROKU PREMIERE STREAMING MEDIA              ;010865                                                      ;0,00 ; $ 270.000 ;0,00 
0010001010870;TV BOX ROKU EXPRESS HD                            ;010870                                                      ;0,00 ; $ 240.000 ;0,00 
0010008010875;TV BOX STREAMING 4K 2GB GOOGLE TV CONTROL DE VOZ  ;010875                                                      ;37,00 ; $ 210.000 ;4.873.949,20 
0010001010879;REPETIDOR DE VIDEO HDMI 1145G-3                   ;010879                                                      ;4,00 ; $ 42.000 ;97.898,66 
0010001010880;CAPTURADOR DE VIDEO HDMI JV-CPHDMI                ;010880                                                      ;11,00 ; $ 72.000 ;471.453,61 
0010001010881;CAPTURADORA DE VIDEO HDMI A USB 3.0 CC-5375       ;010881                                                      ;0,00 ; $ 95.000 ;0,00 
0010001010882;LIBRE                                             ;010882                                                      ;0,00 ; $ -   ;0,00 
0010001010900;CONVERTIDOR INTERFACE CIS SFP10L-LRM-10G          ;010900                                                      ;0,00 ; $ 1.410.000 ;1.587.205,00 
0010002020100;CONECTOR DB15 H 2 HILOS AZUL                      ;020100                                                      ;14,00 ; $ 800 ;7.434,00 
0010002020101;CONECTOR DB9 H                                    ;020101                                                      ;9,00 ; $ 1.500 ;6.430,59 
0010002020102;CONECTOR DB9 M                                    ;020102                                                      ;2,00 ; $ 600 ;653,66 
0010002020103;CONECTOR DB9 H X CHASIS                           ;020103                                                      ;1,00 ; $ 1.500 ;674,72 
0010002020104;CONECTOR DB9 M X CHASIS                           ;020104                                                      ;1,00 ; $ 1.100 ;607,21 
0010002020105;CONECTOR DB15 H 2                                 ;020105                                                      ;260,00 ; $ 600 ;96.919,48 
0010002020106;CONECTOR DB15 M 2 HILOS                           ;020106                                                      ;235,00 ; $ 600 ;91.132,12 
0010002020107;CONECTOR DB15 H 3 HILERAS                         ;020107                                                      ;760,00 ; $ 1.500 ;321.484,15 
0010002020108;CONECTOR DB15 M 3 HILERAS                         ;020108                                                      ;152,00 ; $ 1.300 ;86.629,06 
0010002020109;CONECTOR DB15 H X CHASIS 2 HILOS                  ;020109                                                      ;2,00 ; $ 1.800 ;2.388,00 
0010002020110;CONECTOR DB15 M X CHASIS 2 HILOS                  ;020110                                                      ;11,00 ; $ 1.800 ;13.134,00 
0010002020111;CONECTOR DB15 H X CHASIS 3 HILOS                  ;020111                                                      ;1,00 ; $ 1.600 ;1.061,00 
0010002020112;CONECTOR DB15 M X CHASIS 3 HILOS                  ;020112                                                      ;18,00 ; $ 1.800 ;21.492,00 
0010002020113;CONECTOR DB25 H                                   ;020113                                                      ;292,00 ; $ 600 ;123.768,17 
